Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
Maybe the cat chases the mouse, maybe the cat does not chase the mouse.,maybe,0,1,experimental,42,42,No,4,5,1,Llama 3.2 3B
Perhaps the cat chases the mouse, perhaps the cat does not chase the mouse.,perhaps,0,1,experimental,43,43,No,4,5,1,Llama 3.2 3B
The cat might chase the mouse and the cat might not chase the mouse.,might,0,1,experimental,44,44,Yes,4,5,0,Llama 3.2 3B
I have a car and I do not have a car.,and,1,1,experimental,45,45,Yes,5,5,1,Llama 3.2 3B
I have a car if I do not have a car.,if,1,1,experimental,46,46,Yes,5,5,1,Llama 3.2 3B
I have a car so I do not have a car.,so,1,1,experimental,47,47,Yes,5,5,1,Llama 3.2 3B
I have a car therefore I do not have a car.,therefore,1,1,experimental,48,48,Yes,5,5,1,Llama 3.2 3B
I have a car but I do not have a car.,but,1,1,experimental,49,49,Yes,5,5,1,Llama 3.2 3B
I have a car when I do not have a car.,when,1,1,experimental,50,50,Yes,5,5,1,Llama 3.2 3B
I have a car although I do not have a car.,although,1,1,experimental,51,51,Yes,5,5,1,Llama 3.2 3B
I have a car or I do not have a car.,or,0,1,experimental,52,52,No,5,5,1,Llama 3.2 3B
Maybe I have a car, maybe I do not have a car.,maybe,0,1,experimental,53,53,Yes,5,5,0,Llama 3.2 3B
Perhaps I have a car, perhaps I do not have a car.,perhaps,0,1,experimental,54,54,No,5,5,1,Llama 3.2 3B
I might have a car and I might not have a car.,might,0,1,experimental,55,55,No,5,5,1,Llama 3.2 3B
The boy is playing soccer and the boy is not playing soccer.,and,1,1,experimental,56,56,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer if the boy is not playing soccer.,if,1,1,experimental,57,57,No,6,5,0,Llama 3.2 3B
The boy is playing soccer so the boy is not playing soccer.,so,1,1,experimental,58,58,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer therefore the boy is not playing soccer.,therefore,1,1,experimental,59,59,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer but the boy is not playing soccer.,but,1,1,experimental,60,60,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer when the boy is not playing soccer.,when,1,1,experimental,61,61,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer although the boy is not playing soccer.,although,1,1,experimental,62,62,Yes,6,5,1,Llama 3.2 3B
The boy is playing soccer or the boy is not playing soccer.,or,0,1,experimental,63,63,No,6,5,1,Llama 3.2 3B
Maybe the boy is playing soccer, maybe the boy is not playing soccer.,maybe,0,1,experimental,64,64,Yes,6,5,0,Llama 3.2 3B
Perhaps the boy is playing soccer, perhaps the boy is not playing soccer.,perhaps,0,1,experimental,65,65,Yes,6,5,0,Llama 3.2 3B
The boy might be playing soccer and the boy might not be playing soccer.,might,0,1,experimental,66,66,Yes,6,5,0,Llama 3.2 3B
Jim showed the man his tickets and Jim did not show the man his tickets.,and,1,1,experimental,67,67,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets if Jim did not show the man his tickets.,if,1,1,experimental,68,68,No,7,5,0,Llama 3.2 3B
Jim showed the man his tickets so Jim did not show the man his tickets.,so,1,1,experimental,69,69,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets therefore Jim did not show the man his tickets.,therefore,1,1,experimental,70,70,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets but Jim did not show the man his tickets.,but,1,1,experimental,71,71,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets when Jim did not show the man his tickets.,when,1,1,experimental,72,72,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets although Jim did not show the man his tickets.,although,1,1,experimental,73,73,Yes,7,5,1,Llama 3.2 3B
Jim showed the man his tickets or Jim did not show the man his tickets.,or,0,1,experimental,74,74,Yes,7,5,0,Llama 3.2 3B
Maybe Jim showed the man his tickets, maybe Jim did not show the man his tickets.,maybe,0,1,experimental,75,75,Yes,7,5,0,Llama 3.2 3B
Perhaps Jim showed the man his tickets, perhaps Jim did not show the man his tickets.,perhaps,0,1,experimental,76,76,Yes,7,5,0,Llama 3.2 3B
Jim might show the man his tickets and Jim might not show the man his tickets.,might,0,1,experimental,77,77,Yes,7,5,0,Llama 3.2 3B
Steve went to New York and Steve did not go to New York.,and,1,1,experimental,78,78,Yes,8,5,1,Llama 3.2 3B
Steve went to New York if Steve did not go to New York.,if,1,1,experimental,79,79,No,8,5,0,Llama 3.2 3B
Steve went to New York so Steve did not go to New York.,so,1,1,experimental,80,80,Yes,8,5,1,Llama 3.2 3B
Steve went to New York therefore Steve did not go to New York.,therefore,1,1,experimental,81,81,Yes,8,5,1,Llama 3.2 3B
Steve went to New York but Steve did not go to New York.,but,1,1,experimental,82,82,Yes,8,5,1,Llama 3.2 3B
Steve went to New York when Steve did not go to New York.,when,1,1,experimental,83,83,Yes,8,5,1,Llama 3.2 3B
Steve went to New York although Steve did not go to New York.,although,1,1,experimental,84,84,Yes,8,5,1,Llama 3.2 3B
Steve went to New York or Steve did not go to New York.,or,0,1,experimental,85,85,Yes,8,5,0,Llama 3.2 3B
Maybe Steve went to New York, maybe Steve did not go to New York.,maybe,0,1,experimental,86,86,Yes,8,5,0,Llama 3.2 3B
Perhaps Steve went to New York, perhaps Steve did not go to New York.,perhaps,0,1,experimental,87,87,Yes,8,5,0,Llama 3.2 3B
Steve might go to New York and Steve might not go to New York.,might,0,1,experimental,88,88,Yes,8,5,0,Llama 3.2 3B
The kids go to the mall and the kids do not go to the mall.,and,1,1,experimental,89,89,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall if the kids do not go to the mall.,if,1,1,experimental,90,90,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall so the kids do not go to the mall.,so,1,1,experimental,91,91,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall therefore the kids do not go to the mall.,therefore,1,1,experimental,92,92,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall but the kids do not go to the mall.,but,1,1,experimental,93,93,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall when the kids do not go to the mall.,when,1,1,experimental,94,94,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall although the kids do not go to the mall.,although,1,1,experimental,95,95,Yes,9,5,1,Llama 3.2 3B
The kids go to the mall or the kids do not go to the mall.,or,0,1,experimental,96,96,Yes,9,5,0,Llama 3.2 3B
Maybe the kids go to the mall, maybe the kids do not go to the mall.,maybe,0,1,experimental,97,97,Yes,9,5,0,Llama 3.2 3B
Perhaps the kids go to the mall, perhaps the kids do not go to the mall.,perhaps,0,1,experimental,98,98,Yes,9,5,0,Llama 3.2 3B
The kids might go to the mall and the kids might not go to the mall.,might,0,1,experimental,99,99,Yes,9,5,0,Llama 3.2 3B
The man has forgotten to do his homework and the man has not forgotten to do his homework.,and,1,1,experimental,100,100,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework if the man has not forgotten to do his homework.,if,1,1,experimental,101,101,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework so the man has not forgotten to do his homework.,so,1,1,experimental,102,102,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework therefore the man has not forgotten to do his homework.,therefore,1,1,experimental,103,103,No,10,5,0,Llama 3.2 3B
The man has forgotten to do his homework but the man has not forgotten to do his homework.,but,1,1,experimental,104,104,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework when the man has not forgotten to do his homework.,when,1,1,experimental,105,105,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework although the man has not forgotten to do his homework.,although,1,1,experimental,106,106,Yes,10,5,1,Llama 3.2 3B
The man has forgotten to do his homework or the man has not forgotten to do his homework.,or,0,1,experimental,107,107,No,10,5,1,Llama 3.2 3B
Maybe the man has forgotten to do his homework, maybe the man has not forgotten to do his homework.,maybe,0,1,experimental,108,108,Yes,10,5,0,Llama 3.2 3B
Perhaps the man has forgotten to do his homework, perhaps the man has not forgotten to do his homework.,perhaps,0,1,experimental,109,109,Yes,10,5,0,Llama 3.2 3B
The man might have forgotten to do his homework and the man might not have forgotten to do his homework.,might,0,1,experimental,110,110,Yes,10,5,0,Llama 3.2 3B
The mansion has ten rooms and the mansion does not have ten rooms.,and,1,1,experimental,111,111,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms if the mansion does not have ten rooms.,if,1,1,experimental,112,112,No,11,5,0,Llama 3.2 3B
The mansion has ten rooms so the mansion does not have ten rooms.,so,1,1,experimental,113,113,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms therefore the mansion does not have ten rooms.,therefore,1,1,experimental,114,114,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms but the mansion does not have ten rooms.,but,1,1,experimental,115,115,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms when the mansion does not have ten rooms.,when,1,1,experimental,116,116,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms although the mansion does not have ten rooms.,although,1,1,experimental,117,117,Yes,11,5,1,Llama 3.2 3B
The mansion has ten rooms or the mansion does not have ten rooms.,or,0,1,experimental,118,118,No,11,5,1,Llama 3.2 3B
Maybe the mansion has ten rooms, maybe the mansion does not have ten rooms.,maybe,0,1,experimental,119,119,Yes,11,5,0,Llama 3.2 3B
Perhaps the mansion has ten rooms, perhaps the mansion does not have ten rooms.,perhaps,0,1,experimental,120,120,Yes,11,5,0,Llama 3.2 3B
The mansion might have ten rooms and the mansion might not have ten rooms.,might,0,1,experimental,121,121,Yes,11,5,0,Llama 3.2 3B
The tea in the kettle is done brewing and the tea in the kettle is not done brewing.,and,1,1,experimental,122,122,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing if the tea in the kettle is not done brewing.,if,1,1,experimental,123,123,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing so the tea in the kettle is not done brewing.,so,1,1,experimental,124,124,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing therefore the tea in the kettle is not done brewing.,therefore,1,1,experimental,125,125,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing but the tea in the kettle is not done brewing.,but,1,1,experimental,126,126,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing when the tea in the kettle is not done brewing.,when,1,1,experimental,127,127,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing although the tea in the kettle is not done brewing.,although,1,1,experimental,128,128,Yes,12,5,1,Llama 3.2 3B
The tea in the kettle is done brewing or the tea in the kettle is not done brewing.,or,0,1,experimental,129,129,Yes,12,5,0,Llama 3.2 3B
Maybe the tea in the kettle is done brewing, maybe the tea in the kettle is not done brewing.,maybe,0,1,experimental,130,130,Yes,12,5,0,Llama 3.2 3B
Perhaps the tea in the kettle is done brewing, perhaps the tea in the kettle is not done brewing.,perhaps,0,1,experimental,131,131,Yes,12,5,0,Llama 3.2 3B
The tea in the kettle might be done brewing and the tea in the kettle might not be done brewing.,might,0,1,experimental,132,132,Yes,12,5,0,Llama 3.2 3B
The teacher assigned homework for the week and the teacher did not assign homework for the week.,and,1,1,experimental,133,133,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week if the teacher did not assign homework for the week.,if,1,1,experimental,134,134,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week so the teacher did not assign homework for the week.,so,1,1,experimental,135,135,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week therefore the teacher did not assign homework for the week.,therefore,1,1,experimental,136,136,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week but the teacher did not assign homework for the week.,but,1,1,experimental,137,137,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week when the teacher did not assign homework for the week.,when,1,1,experimental,138,138,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week although the teacher did not assign homework for the week.,although,1,1,experimental,139,139,Yes,13,5,1,Llama 3.2 3B
The teacher assigned homework for the week or the teacher did not assign homework for the week.,or,0,1,experimental,140,140,Yes,13,5,0,Llama 3.2 3B
Maybe the teacher assigned homework for the week, maybe the teacher did not assign homework for the week.,maybe,0,1,experimental,141,141,Yes,13,5,0,Llama 3.2 3B
Perhaps the teacher assigned homework for the week, perhaps the teacher did not assign homework for the week.,perhaps,0,1,experimental,142,142,Yes,13,5,0,Llama 3.2 3B
The teacher might assign homework for the week and the teacher might not assign homework for the week.,might,0,1,experimental,143,143,No,13,5,1,Llama 3.2 3B
I ran into my classmate at the mall and I did not run into my classmate at the mall.,and,1,1,experimental,144,144,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall if I did not run into my classmate at the mall.,if,1,1,experimental,145,145,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall so I did not run into my classmate at the mall.,so,1,1,experimental,146,146,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall therefore I did not run into my classmate at the mall.,therefore,1,1,experimental,147,147,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall but I did not run into my classmate at the mall.,but,1,1,experimental,148,148,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall when I did not run into my classmate at the mall.,when,1,1,experimental,149,149,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall although I did not run into my classmate at the mall.,although,1,1,experimental,150,150,Yes,14,5,1,Llama 3.2 3B
I ran into my classmate at the mall or I did not run into my classmate at the mall.,or,0,1,experimental,151,151,No,14,5,1,Llama 3.2 3B
Maybe I ran into my classmate at the mall, maybe I did not run into my classmate at the mall.,maybe,0,1,experimental,152,152,Yes,14,5,0,Llama 3.2 3B
Perhaps I ran into my classmate at the mall, perhaps I did not run into my classmate at the mall.,perhaps,0,1,experimental,153,153,Yes,14,5,0,Llama 3.2 3B
I might run into my classmate at the mall and I might not run into my classmate at the mall.,might,0,1,experimental,154,154,Yes,14,5,0,Llama 3.2 3B
I called Anna twice today and I did not call Anna twice today.,and,1,1,experimental,155,155,Yes,15,5,1,Llama 3.2 3B
I called Anna twice today if I did not call Anna twice today.,if,1,1,experimental,156,156,Yes,15,5,1,Llama 3.2 3B
